asset_type,asset_key,target_path,width,height,prompt
menu,food-001-v04,menus/food-001-v04.webp,600,450,"Photorealistic menu photography of 제육볶음 for a Korean food delivery app, table-level restaurant serving, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-002-v01,menus/food-002-v01.webp,600,450,"Photorealistic menu photography of 김치찌개 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-002-v02,menus/food-002-v02.webp,600,450,"Photorealistic menu photography of 김치찌개 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-002-v03,menus/food-002-v03.webp,600,450,"Photorealistic menu photography of 김치찌개 for a Korean food delivery app, top-down delivery presentation, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-002-v04,menus/food-002-v04.webp,600,450,"Photorealistic menu photography of 김치찌개 for a Korean food delivery app, table-level restaurant serving, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-003-v01,menus/food-003-v01.webp,600,450,"Photorealistic menu photography of 순두부찌개 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-003-v02,menus/food-003-v02.webp,600,450,"Photorealistic menu photography of 순두부찌개 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-003-v03,menus/food-003-v03.webp,600,450,"Photorealistic menu photography of 순두부찌개 for a Korean food delivery app, top-down delivery presentation, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-003-v04,menus/food-003-v04.webp,600,450,"Photorealistic menu photography of 순두부찌개 for a Korean food delivery app, table-level restaurant serving, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-004-v01,menus/food-004-v01.webp,600,450,"Photorealistic menu photography of 비빔밥 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-004-v02,menus/food-004-v02.webp,600,450,"Photorealistic menu photography of 비빔밥 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-004-v03,menus/food-004-v03.webp,600,450,"Photorealistic menu photography of 비빔밥 for a Korean food delivery app, top-down delivery presentation, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-004-v04,menus/food-004-v04.webp,600,450,"Photorealistic menu photography of 비빔밥 for a Korean food delivery app, table-level restaurant serving, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-005-v01,menus/food-005-v01.webp,600,450,"Photorealistic menu photography of 물냉면 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-005-v02,menus/food-005-v02.webp,600,450,"Photorealistic menu photography of 물냉면 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-005-v03,menus/food-005-v03.webp,600,450,"Photorealistic menu photography of 물냉면 for a Korean food delivery app, top-down delivery presentation, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-005-v04,menus/food-005-v04.webp,600,450,"Photorealistic menu photography of 물냉면 for a Korean food delivery app, table-level restaurant serving, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-006-v01,menus/food-006-v01.webp,600,450,"Photorealistic menu photography of 불고기 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-006-v02,menus/food-006-v02.webp,600,450,"Photorealistic menu photography of 불고기 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-006-v03,menus/food-006-v03.webp,600,450,"Photorealistic menu photography of 불고기 for a Korean food delivery app, top-down delivery presentation, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-006-v04,menus/food-006-v04.webp,600,450,"Photorealistic menu photography of 불고기 for a Korean food delivery app, table-level restaurant serving, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-007-v01,menus/food-007-v01.webp,600,450,"Photorealistic menu photography of 된장찌개 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-007-v02,menus/food-007-v02.webp,600,450,"Photorealistic menu photography of 된장찌개 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-007-v03,menus/food-007-v03.webp,600,450,"Photorealistic menu photography of 된장찌개 for a Korean food delivery app, top-down delivery presentation, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-007-v04,menus/food-007-v04.webp,600,450,"Photorealistic menu photography of 된장찌개 for a Korean food delivery app, table-level restaurant serving, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-008-v01,menus/food-008-v01.webp,600,450,"Photorealistic menu photography of 삼겹살 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-008-v02,menus/food-008-v02.webp,600,450,"Photorealistic menu photography of 삼겹살 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-008-v03,menus/food-008-v03.webp,600,450,"Photorealistic menu photography of 삼겹살 for a Korean food delivery app, top-down delivery presentation, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-008-v04,menus/food-008-v04.webp,600,450,"Photorealistic menu photography of 삼겹살 for a Korean food delivery app, table-level restaurant serving, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-009-v01,menus/food-009-v01.webp,600,450,"Photorealistic menu photography of 육개장 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-009-v02,menus/food-009-v02.webp,600,450,"Photorealistic menu photography of 육개장 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-009-v03,menus/food-009-v03.webp,600,450,"Photorealistic menu photography of 육개장 for a Korean food delivery app, top-down delivery presentation, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-009-v04,menus/food-009-v04.webp,600,450,"Photorealistic menu photography of 육개장 for a Korean food delivery app, table-level restaurant serving, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-010-v01,menus/food-010-v01.webp,600,450,"Photorealistic menu photography of 설렁탕 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-010-v02,menus/food-010-v02.webp,600,450,"Photorealistic menu photography of 설렁탕 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-010-v03,menus/food-010-v03.webp,600,450,"Photorealistic menu photography of 설렁탕 for a Korean food delivery app, top-down delivery presentation, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-010-v04,menus/food-010-v04.webp,600,450,"Photorealistic menu photography of 설렁탕 for a Korean food delivery app, table-level restaurant serving, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-011-v01,menus/food-011-v01.webp,600,450,"Photorealistic menu photography of 부대찌개 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-011-v02,menus/food-011-v02.webp,600,450,"Photorealistic menu photography of 부대찌개 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-011-v03,menus/food-011-v03.webp,600,450,"Photorealistic menu photography of 부대찌개 for a Korean food delivery app, top-down delivery presentation, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-011-v04,menus/food-011-v04.webp,600,450,"Photorealistic menu photography of 부대찌개 for a Korean food delivery app, table-level restaurant serving, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-012-v01,menus/food-012-v01.webp,600,450,"Photorealistic menu photography of 오징어볶음 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-012-v02,menus/food-012-v02.webp,600,450,"Photorealistic menu photography of 오징어볶음 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-012-v03,menus/food-012-v03.webp,600,450,"Photorealistic menu photography of 오징어볶음 for a Korean food delivery app, top-down delivery presentation, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-012-v04,menus/food-012-v04.webp,600,450,"Photorealistic menu photography of 오징어볶음 for a Korean food delivery app, table-level restaurant serving, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-013-v01,menus/food-013-v01.webp,600,450,"Photorealistic menu photography of 비빔냉면 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-013-v02,menus/food-013-v02.webp,600,450,"Photorealistic menu photography of 비빔냉면 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-013-v03,menus/food-013-v03.webp,600,450,"Photorealistic menu photography of 비빔냉면 for a Korean food delivery app, top-down delivery presentation, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-013-v04,menus/food-013-v04.webp,600,450,"Photorealistic menu photography of 비빔냉면 for a Korean food delivery app, table-level restaurant serving, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-014-v01,menus/food-014-v01.webp,600,450,"Photorealistic menu photography of 해물파전 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-014-v02,menus/food-014-v02.webp,600,450,"Photorealistic menu photography of 해물파전 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-014-v03,menus/food-014-v03.webp,600,450,"Photorealistic menu photography of 해물파전 for a Korean food delivery app, top-down delivery presentation, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-014-v04,menus/food-014-v04.webp,600,450,"Photorealistic menu photography of 해물파전 for a Korean food delivery app, table-level restaurant serving, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-015-v01,menus/food-015-v01.webp,600,450,"Photorealistic menu photography of 짜장면 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-016-v01,menus/food-016-v01.webp,600,450,"Photorealistic menu photography of 짬뽕 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-017-v01,menus/food-017-v01.webp,600,450,"Photorealistic menu photography of 마파두부 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-018-v01,menus/food-018-v01.webp,600,450,"Photorealistic menu photography of 탕수육 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-019-v01,menus/food-019-v01.webp,600,450,"Photorealistic menu photography of 마라탕 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-019-v02,menus/food-019-v02.webp,600,450,"Photorealistic menu photography of 마라탕 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-020-v01,menus/food-020-v01.webp,600,450,"Photorealistic menu photography of 양꼬치 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-021-v01,menus/food-021-v01.webp,600,450,"Photorealistic menu photography of 볶음밥 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-022-v01,menus/food-022-v01.webp,600,450,"Photorealistic menu photography of 유산슬 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-023-v01,menus/food-023-v01.webp,600,450,"Photorealistic menu photography of 돈코츠라멘 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-023-v02,menus/food-023-v02.webp,600,450,"Photorealistic menu photography of 돈코츠라멘 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-024-v01,menus/food-024-v01.webp,600,450,"Photorealistic menu photography of 쇼유라멘 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-025-v01,menus/food-025-v01.webp,600,450,"Photorealistic menu photography of 돈가스 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-026-v01,menus/food-026-v01.webp,600,450,"Photorealistic menu photography of 초밥 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-026-v02,menus/food-026-v02.webp,600,450,"Photorealistic menu photography of 초밥 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-027-v01,menus/food-027-v01.webp,600,450,"Photorealistic menu photography of 규동 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-028-v01,menus/food-028-v01.webp,600,450,"Photorealistic menu photography of 가라아게 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-029-v01,menus/food-029-v01.webp,600,450,"Photorealistic menu photography of 우동 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-030-v01,menus/food-030-v01.webp,600,450,"Photorealistic menu photography of 메밀소바 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-031-v01,menus/food-031-v01.webp,600,450,"Photorealistic menu photography of 후라이드치킨 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-032-v01,menus/food-032-v01.webp,600,450,"Photorealistic menu photography of 양념치킨 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-032-v02,menus/food-032-v02.webp,600,450,"Photorealistic menu photography of 양념치킨 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-033-v01,menus/food-033-v01.webp,600,450,"Photorealistic menu photography of 간장치킨 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-034-v01,menus/food-034-v01.webp,600,450,"Photorealistic menu photography of 매운양념치킨 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-035-v01,menus/food-035-v01.webp,600,450,"Photorealistic menu photography of 마늘치킨 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-036-v01,menus/food-036-v01.webp,600,450,"Photorealistic menu photography of 허니치킨 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-037-v01,menus/food-037-v01.webp,600,450,"Photorealistic menu photography of 파닭 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-038-v01,menus/food-038-v01.webp,600,450,"Photorealistic menu photography of 숯불치킨 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-039-v01,menus/food-039-v01.webp,600,450,"Photorealistic menu photography of 페퍼로니피자 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-040-v01,menus/food-040-v01.webp,600,450,"Photorealistic menu photography of 치즈피자 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-041-v01,menus/food-041-v01.webp,600,450,"Photorealistic menu photography of 고구마피자 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-041-v02,menus/food-041-v02.webp,600,450,"Photorealistic menu photography of 고구마피자 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-042-v01,menus/food-042-v01.webp,600,450,"Photorealistic menu photography of 불고기피자 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-043-v01,menus/food-043-v01.webp,600,450,"Photorealistic menu photography of 하와이안피자 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-044-v01,menus/food-044-v01.webp,600,450,"Photorealistic menu photography of 포테이토피자 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-045-v01,menus/food-045-v01.webp,600,450,"Photorealistic menu photography of 고르곤졸라피자 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-046-v01,menus/food-046-v01.webp,600,450,"Photorealistic menu photography of 핫치킨피자 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-047-v01,menus/food-047-v01.webp,600,450,"Photorealistic menu photography of 떡볶이 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-047-v02,menus/food-047-v02.webp,600,450,"Photorealistic menu photography of 떡볶이 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-048-v01,menus/food-048-v01.webp,600,450,"Photorealistic menu photography of 라볶이 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-049-v01,menus/food-049-v01.webp,600,450,"Photorealistic menu photography of 순대 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-050-v01,menus/food-050-v01.webp,600,450,"Photorealistic menu photography of 튀김 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-051-v01,menus/food-051-v01.webp,600,450,"Photorealistic menu photography of 김밥 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-052-v01,menus/food-052-v01.webp,600,450,"Photorealistic menu photography of 쫄면 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-053-v01,menus/food-053-v01.webp,600,450,"Photorealistic menu photography of 어묵 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-054-v01,menus/food-054-v01.webp,600,450,"Photorealistic menu photography of 만두 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-055-v01,menus/food-055-v01.webp,600,450,"Photorealistic menu photography of 초콜릿케이크 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-056-v01,menus/food-056-v01.webp,600,450,"Photorealistic menu photography of 치즈케이크 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-056-v02,menus/food-056-v02.webp,600,450,"Photorealistic menu photography of 치즈케이크 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-057-v01,menus/food-057-v01.webp,600,450,"Photorealistic menu photography of 크로플 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-058-v01,menus/food-058-v01.webp,600,450,"Photorealistic menu photography of 도넛 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-059-v01,menus/food-059-v01.webp,600,450,"Photorealistic menu photography of 팥빙수 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-060-v01,menus/food-060-v01.webp,600,450,"Photorealistic menu photography of 아이스크림 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-061-v01,menus/food-061-v01.webp,600,450,"Photorealistic menu photography of 소금빵 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-062-v01,menus/food-062-v01.webp,600,450,"Photorealistic menu photography of 베이글 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-063-v01,menus/food-063-v01.webp,600,450,"Photorealistic menu photography of 쌀국수 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-064-v01,menus/food-064-v01.webp,600,450,"Photorealistic menu photography of 팟타이 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-065-v01,menus/food-065-v01.webp,600,450,"Photorealistic menu photography of 타코 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-066-v01,menus/food-066-v01.webp,600,450,"Photorealistic menu photography of 햄버거 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-066-v02,menus/food-066-v02.webp,600,450,"Photorealistic menu photography of 햄버거 for a Korean food delivery app, three-quarter plated dish, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-067-v01,menus/food-067-v01.webp,600,450,"Photorealistic menu photography of 파스타 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
menu,food-068-v01,menus/food-068-v01.webp,600,450,"Photorealistic menu photography of 샐러드 for a Korean food delivery app, close-up hero bowl, visibly distinct from other variants of the same dish, realistic restaurant portion, appetizing texture, natural lighting, no text, no logos, no watermark, no people."
